station,rg,af_point,Q_Count,A Count,P count,M count,D count,IS1,IS2,IS3,X1,X2,X4,lv
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,R05,57.78,3,11,3,3,5,8,3,0,0,3,8,2
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,R06,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,R07,56.94,3,32,10,5,17,20,2,10,0,5,27,2
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,R08,83.81,3,21,16,1,4,9,12,0,3,3,15,2
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,R09,71.25,1,28,13,8,7,22,4,2,2,7,19,2
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,R10,86.25,2,9,5,2,2,6,3,0,2,3,4,2
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,R11,63.33,1,9,2,4,3,9,0,0,0,0,9,2
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,R12,70.91,2,22,15,2,5,12,4,4,4,2,14,2
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,R13,51.88,2,8,3,1,4,4,0,4,4,0,4,2
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,R15,58.0,1,5,2,0,3,5,0,0,0,0,5,2
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,R17,32.22,3,9,1,0,8,9,0,0,0,6,3,2
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,2
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,R19,63.75,4,7,1,6,0,0,4,3,3,4,0,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R01,83.46,1,13,11,1,1,5,4,3,2,4,6,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R02,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R03,79.81,8,80,50,16,14,32,48,0,24,24,32,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R04,91.25,1,16,14,0,2,11,2,3,3,4,9,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R05,58.33,6,20,5,7,8,14,6,0,0,6,14,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R06,69.67,10,62,31,11,20,32,30,0,10,0,52,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R07,71.74,2,23,10,7,6,13,2,8,0,4,19,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R08,90.0,3,21,18,0,3,9,12,0,3,3,15,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R09,72.86,1,28,12,11,5,22,4,2,2,7,19,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R10,86.25,1,8,5,3,0,6,2,0,1,3,4,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R11,30.0,1,1,0,0,1,1,0,0,0,0,1,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R12,67.12,3,33,19,6,8,18,6,6,6,3,21,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R13,25.0,1,4,0,1,3,2,0,2,2,0,2,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R15,30.0,1,5,0,0,5,5,0,0,0,0,5,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R17,43.33,2,6,0,3,3,6,0,0,0,4,2,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R18,75.0,1,8,4,2,2,5,2,1,0,1,7,2
สถานีขนส่งผู้โดยสารจังหวัดพังงา,R19,80.0,2,3,2,1,0,0,2,1,1,2,0,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R01,64.46,4,38,25,3,10,12,10,12,5,13,16,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R02,0.0,1,2,1,0,1,0,1,0,1,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R03,78.53,5,59,43,1,15,29,30,0,15,19,25,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R05,65.0,2,8,2,4,2,6,2,0,0,2,6,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R06,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R07,88.89,2,18,14,2,2,8,2,8,0,4,14,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R08,86.67,3,21,17,0,4,9,12,0,3,3,15,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R09,68.36,2,51,25,9,17,40,7,4,4,14,33,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R10,31.88,2,9,2,4,3,6,3,0,2,3,4,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R11,66.67,1,9,3,3,3,9,0,0,0,0,9,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R12,60.91,2,22,10,6,6,12,4,4,4,2,14,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R13,46.25,1,4,1,1,2,2,0,2,2,0,2,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R15,44.0,1,5,1,0,4,5,0,0,0,0,5,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R17,50.0,1,3,1,0,2,3,0,0,0,2,1,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,2
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,R19,80.0,1,2,1,1,0,0,1,1,1,1,0,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R01,78.08,1,13,10,1,2,5,4,3,2,4,6,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R02,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R03,68.2,5,50,24,11,15,20,30,0,15,15,20,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R04,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R05,56.67,5,19,5,5,9,14,5,0,0,5,14,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R06,77.0,2,10,6,2,2,6,4,0,2,0,8,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R07,85.38,2,23,16,4,3,13,2,8,0,4,19,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R08,89.76,6,42,36,0,6,18,24,0,6,6,30,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R09,79.29,1,28,16,8,4,22,4,2,2,7,19,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R10,0.0,1,1,0,0,1,0,1,0,1,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R11,67.5,2,16,4,8,4,16,0,0,0,0,16,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R12,49.55,2,22,8,4,10,12,4,4,4,2,14,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R13,46.25,1,4,1,1,2,2,0,2,2,0,2,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R15,100.0,1,5,5,0,0,5,0,0,0,0,5,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R17,63.45,4,24,10,7,7,21,3,0,0,11,13,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,2
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,R19,55.0,1,1,0,1,0,0,0,1,1,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R01,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R02,0.0,1,2,1,0,1,0,1,0,1,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R03,72.29,14,140,86,10,44,56,84,0,42,42,56,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R04,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R05,55.0,1,4,1,1,2,3,1,0,0,1,3,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R06,88.33,1,6,5,0,1,3,3,0,1,0,5,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R07,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R08,76.07,2,14,9,1,4,6,8,0,2,2,10,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R09,81.43,1,28,17,7,4,22,4,2,2,7,19,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R10,73.75,1,8,4,2,2,6,2,0,1,3,4,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R11,65.0,2,2,1,0,1,2,0,0,0,0,2,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R12,55.45,2,22,11,2,9,12,4,4,4,2,14,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R13,28.75,1,4,0,1,3,2,0,2,2,0,2,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R15,44.0,2,10,2,0,8,10,0,0,0,0,10,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R17,36.67,2,6,0,2,4,6,0,0,0,4,2,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R18,75.0,1,8,4,2,2,5,2,1,0,1,7,2
สถานีขนส่งผู้โดยสารจังหวัดระนอง,R19,100.0,2,4,4,0,0,0,2,2,2,2,0,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R01,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R02,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R03,75.43,8,118,65,27,26,70,48,0,24,36,58,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R04,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R05,60.56,3,10,3,3,4,7,3,0,0,3,7,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R06,67.22,3,18,9,1,8,9,9,0,3,0,15,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R07,62.5,1,12,4,3,5,7,1,4,0,2,10,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R08,82.86,2,14,9,3,2,6,8,0,2,2,10,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R09,75.71,1,28,15,8,5,22,4,2,2,7,19,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R10,77.5,1,8,5,1,2,6,2,0,1,3,4,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R11,58.89,1,9,2,3,4,9,0,0,0,0,9,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R12,58.64,2,22,12,2,8,12,4,4,4,2,14,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R13,32.5,1,4,1,0,3,2,0,2,2,0,2,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R15,72.0,2,10,6,0,4,10,0,0,0,0,10,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R17,51.75,3,17,5,4,8,15,2,0,0,8,9,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,2
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,R19,80.0,1,2,1,1,0,0,1,1,1,1,0,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R01,70.52,3,27,18,5,4,10,5,9,4,7,13,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R02,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R03,76.96,4,38,24,6,8,18,20,0,12,6,20,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R04,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R05,43.33,3,12,1,3,8,9,3,0,0,3,9,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R06,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R07,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R08,75.0,2,14,9,0,5,6,8,0,2,2,10,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R09,81.11,1,27,18,4,5,21,4,2,2,7,18,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R10,0.0,1,1,0,0,1,0,1,0,1,0,0,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R11,100.0,1,2,2,0,0,2,0,0,0,0,2,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R12,50.0,2,18,6,0,12,12,4,2,2,2,14,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R13,40.0,1,4,1,0,3,2,0,2,2,0,2,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R15,44.0,2,10,2,0,8,10,0,0,0,0,10,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R17,63.33,1,3,1,1,1,3,0,0,0,2,1,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R18,70.0,1,8,4,1,3,5,2,1,0,1,7,2
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),R19,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R01,68.69,7,75,48,11,16,27,20,21,10,24,34,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R02,0.0,1,2,1,0,1,0,1,0,1,0,0,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R03,74.67,6,60,40,0,20,24,36,0,18,18,24,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R05,49.38,4,15,2,5,8,11,4,0,0,4,11,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R06,83.33,1,6,4,1,1,3,3,0,1,0,5,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R07,44.0,1,5,1,0,4,3,0,2,0,0,5,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R08,77.86,2,14,10,0,4,6,8,0,2,2,10,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R09,62.86,1,28,9,9,10,22,4,2,2,7,19,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R10,50.0,2,2,1,0,1,0,2,0,2,0,0,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R11,30.0,2,2,0,0,2,2,0,0,0,0,2,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R12,38.79,3,23,12,2,9,12,4,4,4,2,14,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R13,27.5,2,8,1,0,7,4,0,4,4,0,4,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R15,30.0,1,4,0,0,4,4,0,0,0,0,4,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R17,23.33,1,3,0,0,3,3,0,0,0,2,1,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,2
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R19,65.0,3,5,1,4,0,0,3,2,2,3,0,2
สถานีขนส่งสตูล,R01,75.79,3,37,25,8,4,13,12,9,6,12,16,2
สถานีขนส่งสตูล,R02,0.0,1,2,1,0,1,0,1,0,1,0,0,2
สถานีขนส่งสตูล,R03,95.62,1,16,15,0,1,10,6,0,3,5,8,2
สถานีขนส่งสตูล,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,2
สถานีขนส่งสตูล,R05,55.0,3,12,3,3,6,9,3,0,0,3,9,2
สถานีขนส่งสตูล,R06,83.33,1,6,4,1,1,3,3,0,1,0,5,2
สถานีขนส่งสตูล,R07,67.5,1,12,6,1,5,7,1,4,0,2,10,2
สถานีขนส่งสตูล,R08,82.14,2,14,10,1,3,6,8,0,2,2,10,2
สถานีขนส่งสตูล,R09,76.8,1,25,15,4,6,19,4,2,2,7,16,2
สถานีขนส่งสตูล,R10,0.0,2,2,0,0,2,0,2,0,2,0,0,2
สถานีขนส่งสตูล,R11,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งสตูล,R12,70.91,2,22,15,2,5,12,4,4,4,2,14,2
สถานีขนส่งสตูล,R13,46.25,2,8,2,2,4,4,0,4,4,0,4,2
สถานีขนส่งสตูล,R15,44.0,1,5,1,0,4,5,0,0,0,0,5,2
สถานีขนส่งสตูล,R17,50.0,2,6,2,0,4,6,0,0,0,4,2,2
สถานีขนส่งสตูล,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,2
สถานีขนส่งสตูล,R19,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งหาดใหญ่,R01,51.11,1,9,4,1,4,3,2,3,1,3,4,2
สถานีขนส่งหาดใหญ่,R02,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งหาดใหญ่,R03,70.67,3,30,16,6,8,12,18,0,9,9,12,2
สถานีขนส่งหาดใหญ่,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,2
สถานีขนส่งหาดใหญ่,R05,58.33,5,18,5,5,8,13,5,0,0,5,13,2
สถานีขนส่งหาดใหญ่,R06,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีขนส่งหาดใหญ่,R07,94.17,2,24,22,0,2,14,2,8,0,4,20,2
สถานีขนส่งหาดใหญ่,R08,60.24,3,21,9,2,10,9,12,0,3,3,15,2
สถานีขนส่งหาดใหญ่,R09,82.69,1,26,19,2,5,20,4,2,2,7,17,2
สถานีขนส่งหาดใหญ่,R10,0.0,1,1,0,0,1,0,1,0,1,0,0,2
สถานีขนส่งหาดใหญ่,R11,60.0,1,10,2,4,4,10,0,0,0,0,10,2
สถานีขนส่งหาดใหญ่,R12,55.61,3,33,14,6,13,18,6,6,6,3,21,2
สถานีขนส่งหาดใหญ่,R13,37.75,5,16,3,5,8,8,0,8,8,0,8,2
สถานีขนส่งหาดใหญ่,R15,47.5,1,4,1,0,3,4,0,0,0,0,4,2
สถานีขนส่งหาดใหญ่,R17,51.07,4,16,3,5,8,15,1,0,0,9,7,2
สถานีขนส่งหาดใหญ่,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,2
สถานีขนส่งหาดใหญ่,R19,57.5,1,2,0,2,0,0,1,1,1,1,0,2
สถานีรถไฟชุมทางทุ่งสง,R01,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีรถไฟชุมทางทุ่งสง,R02,0.0,2,4,2,0,2,0,2,0,2,0,0,2
สถานีรถไฟชุมทางทุ่งสง,R03,78.16,6,63,42,6,15,28,35,0,17,19,27,2
สถานีรถไฟชุมทางทุ่งสง,R04,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีรถไฟชุมทางทุ่งสง,R05,60.56,3,10,3,3,4,7,3,0,0,3,7,2
สถานีรถไฟชุมทางทุ่งสง,R06,84.58,2,12,9,1,2,6,6,0,2,0,10,2
สถานีรถไฟชุมทางทุ่งสง,R07,68.33,1,12,6,1,5,7,1,4,0,2,10,2
สถานีรถไฟชุมทางทุ่งสง,R08,83.1,3,21,15,2,4,9,12,0,3,3,15,2
สถานีรถไฟชุมทางทุ่งสง,R09,69.0,1,25,12,5,8,19,4,2,2,7,16,2
สถานีรถไฟชุมทางทุ่งสง,R10,73.75,1,8,3,4,1,6,2,0,1,3,4,2
สถานีรถไฟชุมทางทุ่งสง,R11,61.33,3,28,4,15,9,28,0,0,0,0,28,2
สถานีรถไฟชุมทางทุ่งสง,R12,63.18,5,55,28,11,16,30,10,10,10,5,35,2
สถานีรถไฟชุมทางทุ่งสง,R13,58.75,2,8,3,2,3,4,0,4,4,0,4,2
สถานีรถไฟชุมทางทุ่งสง,R15,58.0,1,5,2,0,3,5,0,0,0,0,5,2
สถานีรถไฟชุมทางทุ่งสง,R17,56.43,2,10,3,3,4,9,1,0,0,5,5,2
สถานีรถไฟชุมทางทุ่งสง,R18,61.25,1,8,3,1,4,5,2,1,0,1,7,2
สถานีรถไฟชุมทางทุ่งสง,R19,100.0,1,1,1,0,0,0,1,0,0,1,0,2
สถานีรถไฟชุมทางหาดใหญ่,R01,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีรถไฟชุมทางหาดใหญ่,R02,18.61,2,11,2,3,6,3,6,0,2,1,6,2
สถานีรถไฟชุมทางหาดใหญ่,R03,70.66,4,52,28,10,14,28,24,0,12,16,24,2
สถานีรถไฟชุมทางหาดใหญ่,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,2
สถานีรถไฟชุมทางหาดใหญ่,R05,52.78,3,10,2,3,5,7,3,0,0,3,7,2
สถานีรถไฟชุมทางหาดใหญ่,R06,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีรถไฟชุมทางหาดใหญ่,R07,83.89,3,36,26,3,7,21,3,12,0,6,30,2
สถานีรถไฟชุมทางหาดใหญ่,R08,85.0,4,28,22,0,6,12,16,0,4,4,20,2
สถานีรถไฟชุมทางหาดใหญ่,R09,85.77,1,26,19,4,3,20,4,2,2,7,17,2
สถานีรถไฟชุมทางหาดใหญ่,R10,96.25,1,8,7,1,0,6,2,0,1,3,4,2
สถานีรถไฟชุมทางหาดใหญ่,R11,30.0,1,1,0,0,1,1,0,0,0,0,1,2
สถานีรถไฟชุมทางหาดใหญ่,R12,58.86,4,44,20,9,15,24,8,8,8,4,28,2
สถานีรถไฟชุมทางหาดใหญ่,R13,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีรถไฟชุมทางหาดใหญ่,R15,44.0,2,10,2,0,8,10,0,0,0,0,10,2
สถานีรถไฟชุมทางหาดใหญ่,R17,56.67,4,12,5,0,7,12,0,0,0,8,4,2
สถานีรถไฟชุมทางหาดใหญ่,R18,66.67,1,9,3,3,3,6,2,1,0,1,8,2
สถานีรถไฟชุมทางหาดใหญ่,R19,77.5,1,2,1,1,0,0,1,1,1,1,0,2
สถานีรถไฟชุมพร,R01,62.75,9,83,43,23,17,32,15,27,12,21,41,2
สถานีรถไฟชุมพร,R02,20.67,4,41,4,7,30,15,19,3,10,6,21,2
สถานีรถไฟชุมพร,R03,82.67,1,15,9,5,1,9,6,0,3,4,8,2
สถานีรถไฟชุมพร,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,2
สถานีรถไฟชุมพร,R05,67.14,1,7,2,3,2,4,3,0,0,1,6,2
สถานีรถไฟชุมพร,R06,61.67,1,3,1,1,1,2,1,0,1,0,2,2
สถานีรถไฟชุมพร,R07,69.17,3,36,15,9,12,21,3,12,0,6,30,2
สถานีรถไฟชุมพร,R08,63.57,1,7,3,1,3,3,4,0,1,1,5,2
สถานีรถไฟชุมพร,R09,0.0,1,1,0,0,1,0,0,1,1,0,0,2
สถานีรถไฟชุมพร,R10,39.38,2,9,3,5,1,6,3,0,2,3,4,2
สถานีรถไฟชุมพร,R11,64.0,2,20,4,10,6,20,0,0,0,0,20,2
สถานีรถไฟชุมพร,R12,65.0,2,18,9,1,8,12,4,2,2,2,14,2
สถานีรถไฟชุมพร,R13,20.0,2,8,0,1,7,4,0,4,4,0,4,2
สถานีรถไฟชุมพร,R15,44.0,1,5,1,0,4,5,0,0,0,0,5,2
สถานีรถไฟชุมพร,R17,63.33,1,3,1,1,1,3,0,0,0,2,1,2
สถานีรถไฟชุมพร,R18,71.43,1,7,3,2,2,4,2,1,0,1,6,2
สถานีรถไฟชุมพร,R19,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีรถไฟตรัง,R01,59.1,2,17,9,3,5,5,4,6,2,6,7,2
สถานีรถไฟตรัง,R02,0.0,1,2,1,0,1,0,1,0,1,0,0,2
สถานีรถไฟตรัง,R03,87.61,2,31,25,2,4,19,12,0,6,10,15,2
สถานีรถไฟตรัง,R04,,0,0,0,0,0,0,0,0,0,0,0,2
สถานีรถไฟตรัง,R05,65.0,1,4,1,2,1,3,1,0,0,1,3,2
สถานีรถไฟตรัง,R06,76.67,2,12,8,0,4,6,6,0,2,0,10,2
สถานีรถไฟตรัง,R07,85.42,2,21,17,0,4,11,2,8,0,4,17,2
สถานีรถไฟตรัง,R08,81.9,3,21,15,1,5,9,12,0,3,3,15,2
สถานีรถไฟตรัง,R09,63.85,1,26,11,5,10,20,4,2,2,7,17,2
สถานีรถไฟตรัง,R10,78.75,1,8,4,3,1,6,2,0,1,3,4,2
สถานีรถไฟตรัง,R11,63.33,1,9,2,4,3,9,0,0,0,0,9,2
สถานีรถไฟตรัง,R12,67.73,3,33,21,3,9,18,6,6,6,3,21,2
สถานีรถไฟตรัง,R13,50.0,1,4,2,0,2,2,0,2,2,0,2,2
สถานีรถไฟตรัง,R15,44.0,2,10,2,0,8,10,0,0,0,0,10,2
สถานีรถไฟตรัง,R17,50.0,2,6,1,2,3,6,0,0,0,4,2,2
สถานีรถไฟตรัง,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,2
สถานีรถไฟตรัง,R19,100.0,1,1,1,0,0,0,0,1,1,0,0,2
สถานีรถไฟปัตตานี (โคกโพธิ์),R01,31.28,3,17,10,3,4,5,6,3,2,6,6,2
สถานีรถไฟปัตตานี (โคกโพธิ์),R02,0.0,1,2,1,0,1,0,1,0,1,0,0,2
สถานีรถไฟปัตตานี (โคกโพธิ์),R03,62.59,3,11,8,1,2,3,8,0,5,3,3,2
สถานีรถไฟปัตตานี (โคกโพธิ์),R04,100.0,1,1,1,0,0,0,0,1,1,0,0,2
สถานีรถไฟปัตตานี (โคกโพธิ์),R05,55.0,1,4,1,1,2,3,1,0,0,1,3,2
สถานีรถไฟปัตตานี (โคกโพธิ์),R06,75.0,2,12,6,3,3,6,6,0,2,0,10,2
สถานีรถไฟปัตตานี (โคกโพธิ์),R07,57.5,1,12,3,3,6,7,1,4,0,2,10,2
สถานีรถไฟปัตตานี (โคกโพธิ์),R08,82.62,3,21,15,2,4,9,12,0,3,3,15,2
สถานีรถไฟปัตตานี (โคกโพธิ์),R09,70.19,1,27,13,6,8,21,4,2,2,6,19,2
สถานีรถไฟปัตตานี (โคกโพธิ์),R10,0.0,1,1,0,0,1,0,1,0,1,0,0,2
สถานีรถไฟปัตตานี (โคกโพธิ์),R11,63.33,1,9,2,4,3,9,0,0,0,0,9,2
